"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 16:06:59 GMT 2024","Sun Mar 24 16:07:14 GMT 2024","15827","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:05:09 GMT 2024","Sun Mar 24 16:05:23 GMT 2024","14238","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:12:10 GMT 2024","Sun Mar 24 16:12:27 GMT 2024","17317","","Notes Module Functionality","","User can adds any note to the favorites","","User can adds any note to the favorites","  User Story:

  As a user, I should be able to create/delete any note and see the details of the note."
"passed","Sun Mar 24 16:09:27 GMT 2024","Sun Mar 24 16:09:42 GMT 2024","14545","","US-002 - Upload/Edit/Delete File Module Functionality","","User can delete any selected item from its three dots menu","","User can delete any selected item from its three dots menu","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 16:07:43 GMT 2024","Sun Mar 24 16:07:56 GMT 2024","12424","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:00:46 GMT 2024","Sun Mar 24 16:01:01 GMT 2024","15016","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:10:16 GMT 2024","Sun Mar 24 16:10:22 GMT 2024","5977","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 16:03:34 GMT 2024","Sun Mar 24 16:03:51 GMT 2024","16274","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:08:08 GMT 2024","Sun Mar 24 16:08:25 GMT 2024","16526","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:02:16 GMT 2024","Sun Mar 24 16:02:32 GMT 2024","15716","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:02:01 GMT 2024","Sun Mar 24 16:02:16 GMT 2024","15608","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:10:11 GMT 2024","Sun Mar 24 16:10:16 GMT 2024","5836","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 16:13:23 GMT 2024","Sun Mar 24 16:13:36 GMT 2024","12895","","Notes Module Functionality","","User deletes a note","","User deletes a note","  User Story:

  As a user, I should be able to create/delete any note and see the details of the note."
"passed","Sun Mar 24 16:05:51 GMT 2024","Sun Mar 24 16:06:08 GMT 2024","17338","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:07:56 GMT 2024","Sun Mar 24 16:08:08 GMT 2024","12491","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:13:11 GMT 2024","Sun Mar 24 16:13:23 GMT 2024","12834","","Notes Module Functionality","","User deletes a note","","User deletes a note","  User Story:

  As a user, I should be able to create/delete any note and see the details of the note."
"passed","Sun Mar 24 16:01:16 GMT 2024","Sun Mar 24 16:01:30 GMT 2024","14962","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:00:31 GMT 2024","Sun Mar 24 16:00:46 GMT 2024","14647","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:09:12 GMT 2024","Sun Mar 24 16:09:27 GMT 2024","15597","","US-002 - Upload/Edit/Delete File Module Functionality","","User can create a new folder","","User can create a new folder","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 15:59:33 GMT 2024","Sun Mar 24 15:59:47 GMT 2024","14518","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:08:56 GMT 2024","Sun Mar 24 16:09:12 GMT 2024","15654","","US-002 - Upload/Edit/Delete File Module Functionality","","User can upload a file","","User can upload a file","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 16:06:43 GMT 2024","Sun Mar 24 16:06:59 GMT 2024","16052","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:11:02 GMT 2024","Sun Mar 24 16:11:08 GMT 2024","6227","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 16:03:19 GMT 2024","Sun Mar 24 16:03:34 GMT 2024","15582","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:04:22 GMT 2024","Sun Mar 24 16:04:38 GMT 2024","15866","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:11:34 GMT 2024","Sun Mar 24 16:11:51 GMT 2024","17417","","Notes Module Functionality","","User can create a new note","","User can create a new note","  User Story:

  As a user, I should be able to create/delete any note and see the details of the note."
"passed","Sun Mar 24 16:10:51 GMT 2024","Sun Mar 24 16:10:56 GMT 2024","5496","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 15:58:43 GMT 2024","Sun Mar 24 15:58:55 GMT 2024","12172","","Calendar module functionality","","user can display weekly calendar view","","user can display weekly calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 16:02:32 GMT 2024","Sun Mar 24 16:02:48 GMT 2024","15586","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:10:45 GMT 2024","Sun Mar 24 16:10:51 GMT 2024","5756","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 16:06:25 GMT 2024","Sun Mar 24 16:06:43 GMT 2024","17394","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:12:49 GMT 2024","Sun Mar 24 16:13:11 GMT 2024","21537","","Notes Module Functionality","","User can check details of the note","","User can check details of the note","  User Story:

  As a user, I should be able to create/delete any note and see the details of the note."
"passed","Sun Mar 24 16:10:56 GMT 2024","Sun Mar 24 16:11:02 GMT 2024","5481","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"broken","Sun Mar 24 15:59:03 GMT 2024","Sun Mar 24 15:59:33 GMT 2024","29374","","Calendar module functionality","","user can create a new event under the Calendar module","","user can create a new event under the Calendar module","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 16:12:27 GMT 2024","Sun Mar 24 16:12:49 GMT 2024","21888","","Notes Module Functionality","","User can check details of the note","","User can check details of the note","  User Story:

  As a user, I should be able to create/delete any note and see the details of the note."
"passed","Sun Mar 24 16:04:38 GMT 2024","Sun Mar 24 16:05:09 GMT 2024","31090","","Deck Management","","User can delete all boards","","User can delete all boards","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:00:01 GMT 2024","Sun Mar 24 16:00:17 GMT 2024","15438","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:10:05 GMT 2024","Sun Mar 24 16:10:11 GMT 2024","5886","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 16:06:08 GMT 2024","Sun Mar 24 16:06:25 GMT 2024","17329","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:02:48 GMT 2024","Sun Mar 24 16:03:03 GMT 2024","15754","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:10:35 GMT 2024","Sun Mar 24 16:10:45 GMT 2024","9889","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 16:05:23 GMT 2024","Sun Mar 24 16:05:37 GMT 2024","13371","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:08:25 GMT 2024","Sun Mar 24 16:08:41 GMT 2024","15997","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:01:30 GMT 2024","Sun Mar 24 16:01:45 GMT 2024","14940","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:08:41 GMT 2024","Sun Mar 24 16:08:56 GMT 2024","15289","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:09:55 GMT 2024","Sun Mar 24 16:10:05 GMT 2024","9557","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 15:58:55 GMT 2024","Sun Mar 24 15:59:03 GMT 2024","8468","","Calendar module functionality","","user can display monthly calendar view","","user can display monthly calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 16:11:08 GMT 2024","Sun Mar 24 16:11:17 GMT 2024","8537","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 16:07:31 GMT 2024","Sun Mar 24 16:07:43 GMT 2024","12189","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:04:07 GMT 2024","Sun Mar 24 16:04:22 GMT 2024","15615","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 15:57:55 GMT 2024","Sun Mar 24 15:58:43 GMT 2024","47503","","Calendar module functionality","","user can display daily calendar view","","user can display daily calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 16:01:45 GMT 2024","Sun Mar 24 16:02:01 GMT 2024","15292","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:03:51 GMT 2024","Sun Mar 24 16:04:07 GMT 2024","15850","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:05:37 GMT 2024","Sun Mar 24 16:05:51 GMT 2024","13791","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:00:17 GMT 2024","Sun Mar 24 16:00:31 GMT 2024","14144","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:07:15 GMT 2024","Sun Mar 24 16:07:31 GMT 2024","16714","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 16:10:30 GMT 2024","Sun Mar 24 16:10:35 GMT 2024","5294","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 15:59:47 GMT 2024","Sun Mar 24 16:00:01 GMT 2024","13985","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:10:22 GMT 2024","Sun Mar 24 16:10:30 GMT 2024","7482","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 16:09:42 GMT 2024","Sun Mar 24 16:09:55 GMT 2024","13155","","US-002 - Upload/Edit/Delete File Module Functionality","","User can see the total number of files and folders under the files list table","","User can see the total number of files and folders under the files list table","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 16:01:01 GMT 2024","Sun Mar 24 16:01:16 GMT 2024","14796","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 16:11:17 GMT 2024","Sun Mar 24 16:11:34 GMT 2024","17087","","Notes Module Functionality","","User can create a new note","","User can create a new note","  User Story:

  As a user, I should be able to create/delete any note and see the details of the note."
"passed","Sun Mar 24 16:11:51 GMT 2024","Sun Mar 24 16:12:10 GMT 2024","18649","","Notes Module Functionality","","User can adds any note to the favorites","","User can adds any note to the favorites","  User Story:

  As a user, I should be able to create/delete any note and see the details of the note."
"passed","Sun Mar 24 16:03:03 GMT 2024","Sun Mar 24 16:03:19 GMT 2024","15401","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
