"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 05:12:31 GMT 2024","Sun Mar 24 05:12:43 GMT 2024","12298","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 05:08:04 GMT 2024","Sun Mar 24 05:08:19 GMT 2024","15488","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 05:06:43 GMT 2024","Sun Mar 24 05:06:59 GMT 2024","15639","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 05:12:18 GMT 2024","Sun Mar 24 05:12:31 GMT 2024","12561","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 05:13:15 GMT 2024","Sun Mar 24 05:13:31 GMT 2024","15726","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 05:15:13 GMT 2024","Sun Mar 24 05:15:24 GMT 2024","11574","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 05:03:30 GMT 2024","Sun Mar 24 05:03:43 GMT 2024","12656","","Calendar module functionality","","user can display weekly calendar view","","user can display weekly calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 05:14:31 GMT 2024","Sun Mar 24 05:14:41 GMT 2024","9639","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 05:05:38 GMT 2024","Sun Mar 24 05:05:55 GMT 2024","16400","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 05:10:42 GMT 2024","Sun Mar 24 05:11:00 GMT 2024","18014","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
