"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Mar 21 06:20:59 GMT 2024","Thu Mar 21 06:21:00 GMT 2024","381","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:21:00 GMT 2024","Thu Mar 21 06:21:00 GMT 2024","377","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:21:00 GMT 2024","Thu Mar 21 06:21:01 GMT 2024","378","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:55 GMT 2024","Thu Mar 21 06:20:55 GMT 2024","402","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:55 GMT 2024","Thu Mar 21 06:20:56 GMT 2024","410","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:55 GMT 2024","Thu Mar 21 06:20:55 GMT 2024","407","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Thu Mar 21 06:20:58 GMT 2024","Thu Mar 21 06:20:59 GMT 2024","383","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:54 GMT 2024","Thu Mar 21 06:20:55 GMT 2024","406","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:55 GMT 2024","Thu Mar 21 06:20:55 GMT 2024","400","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Thu Mar 21 06:20:59 GMT 2024","Thu Mar 21 06:20:59 GMT 2024","377","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:52 GMT 2024","Thu Mar 21 06:20:53 GMT 2024","930","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:57 GMT 2024","Thu Mar 21 06:20:57 GMT 2024","461","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Thu Mar 21 06:20:53 GMT 2024","Thu Mar 21 06:20:54 GMT 2024","402","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Thu Mar 21 06:20:52 GMT 2024","Thu Mar 21 06:20:53 GMT 2024","969","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Thu Mar 21 06:20:56 GMT 2024","Thu Mar 21 06:20:57 GMT 2024","406","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:53 GMT 2024","Thu Mar 21 06:20:53 GMT 2024","418","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:53 GMT 2024","Thu Mar 21 06:20:54 GMT 2024","407","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:57 GMT 2024","Thu Mar 21 06:20:57 GMT 2024","418","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:59 GMT 2024","Thu Mar 21 06:20:59 GMT 2024","377","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:57 GMT 2024","Thu Mar 21 06:20:58 GMT 2024","384","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:57 GMT 2024","Thu Mar 21 06:20:57 GMT 2024","390","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:54 GMT 2024","Thu Mar 21 06:20:55 GMT 2024","408","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Thu Mar 21 06:20:53 GMT 2024","Thu Mar 21 06:20:53 GMT 2024","428","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Thu Mar 21 06:20:54 GMT 2024","Thu Mar 21 06:20:54 GMT 2024","419","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Thu Mar 21 06:20:56 GMT 2024","Thu Mar 21 06:20:56 GMT 2024","408","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Thu Mar 21 06:20:55 GMT 2024","Thu Mar 21 06:20:55 GMT 2024","401","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:56 GMT 2024","Thu Mar 21 06:20:56 GMT 2024","409","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:57 GMT 2024","Thu Mar 21 06:20:57 GMT 2024","401","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Thu Mar 21 06:20:55 GMT 2024","Thu Mar 21 06:20:56 GMT 2024","408","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Thu Mar 21 06:20:58 GMT 2024","Thu Mar 21 06:20:58 GMT 2024","380","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:54 GMT 2024","Thu Mar 21 06:20:54 GMT 2024","413","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Thu Mar 21 06:20:56 GMT 2024","Thu Mar 21 06:20:57 GMT 2024","404","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
