"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 00:05:25 GMT 2024","Sun Mar 24 00:05:39 GMT 2024","14892","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 00:12:21 GMT 2024","Sun Mar 24 00:12:29 GMT 2024","7976","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 00:12:15 GMT 2024","Sun Mar 24 00:12:21 GMT 2024","6577","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 00:09:23 GMT 2024","Sun Mar 24 00:09:37 GMT 2024","14281","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 00:05:39 GMT 2024","Sun Mar 24 00:05:55 GMT 2024","15585","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 00:04:11 GMT 2024","Sun Mar 24 00:04:25 GMT 2024","14068","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 00:08:35 GMT 2024","Sun Mar 24 00:08:51 GMT 2024","15899","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 00:06:41 GMT 2024","Sun Mar 24 00:06:55 GMT 2024","14782","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 00:07:11 GMT 2024","Sun Mar 24 00:07:26 GMT 2024","15284","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 00:09:37 GMT 2024","Sun Mar 24 00:09:52 GMT 2024","14406","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 00:11:32 GMT 2024","Sun Mar 24 00:11:40 GMT 2024","7990","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 00:11:40 GMT 2024","Sun Mar 24 00:11:46 GMT 2024","6103","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 00:11:20 GMT 2024","Sun Mar 24 00:11:27 GMT 2024","6111","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 00:07:26 GMT 2024","Sun Mar 24 00:07:42 GMT 2024","16125","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 00:05:10 GMT 2024","Sun Mar 24 00:05:24 GMT 2024","14722","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 00:10:22 GMT 2024","Sun Mar 24 00:10:37 GMT 2024","15696","","US-002 - Upload/Edit/Delete File Module Functionality","","User can create a new folder","","User can create a new folder","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 00:06:26 GMT 2024","Sun Mar 24 00:06:41 GMT 2024","15055","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 00:11:27 GMT 2024","Sun Mar 24 00:11:32 GMT 2024","5813","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"failed","Sun Mar 24 00:10:06 GMT 2024","Sun Mar 24 00:10:22 GMT 2024","15381","","US-002 - Upload/Edit/Delete File Module Functionality","","User can upload a file","","User can upload a file","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
