"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 05:18:58 GMT 2024","Sun Mar 24 05:19:12 GMT 2024","14619","","Calendar module functionality","","user can display daily calendar view","","user can display daily calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 05:31:05 GMT 2024","Sun Mar 24 05:31:10 GMT 2024","5502","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 05:26:56 GMT 2024","Sun Mar 24 05:27:11 GMT 2024","15339","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 05:25:00 GMT 2024","Sun Mar 24 05:25:16 GMT 2024","16431","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 05:30:11 GMT 2024","Sun Mar 24 05:30:17 GMT 2024","5824","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 05:31:17 GMT 2024","Sun Mar 24 05:31:25 GMT 2024","8559","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 05:23:55 GMT 2024","Sun Mar 24 05:24:10 GMT 2024","15353","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 05:21:48 GMT 2024","Sun Mar 24 05:22:03 GMT 2024","15239","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 05:31:00 GMT 2024","Sun Mar 24 05:31:05 GMT 2024","5458","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 05:28:33 GMT 2024","Sun Mar 24 05:28:48 GMT 2024","14927","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 05:24:43 GMT 2024","Sun Mar 24 05:25:00 GMT 2024","17179","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 05:30:23 GMT 2024","Sun Mar 24 05:30:29 GMT 2024","5461","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 05:29:19 GMT 2024","Sun Mar 24 05:29:34 GMT 2024","15808","","US-002 - Upload/Edit/Delete File Module Functionality","","User can create a new folder","","User can create a new folder","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 05:19:12 GMT 2024","Sun Mar 24 05:19:25 GMT 2024","12210","","Calendar module functionality","","user can display weekly calendar view","","user can display weekly calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 05:27:41 GMT 2024","Sun Mar 24 05:27:53 GMT 2024","11905","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
