"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 21 06:34:57 GMT 2024","Thu Mar 21 06:35:07 GMT 2024","9798","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 06:36:44 GMT 2024","Thu Mar 21 06:36:56 GMT 2024","12252","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:35:25 GMT 2024","Thu Mar 21 06:35:41 GMT 2024","15700","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:37:22 GMT 2024","Thu Mar 21 06:37:35 GMT 2024","12815","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:35:13 GMT 2024","Thu Mar 21 06:35:21 GMT 2024","8150","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 06:34:40 GMT 2024","Thu Mar 21 06:34:55 GMT 2024","14866","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:36:06 GMT 2024","Thu Mar 21 06:36:18 GMT 2024","12561","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"broken","Thu Mar 21 06:37:35 GMT 2024","Thu Mar 21 06:37:57 GMT 2024","22703","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:34:08 GMT 2024","Thu Mar 21 06:34:25 GMT 2024","16862","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:34:49 GMT 2024","Thu Mar 21 06:34:57 GMT 2024","7964","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 06:34:27 GMT 2024","Thu Mar 21 06:34:34 GMT 2024","6574","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 06:35:54 GMT 2024","Thu Mar 21 06:36:06 GMT 2024","11701","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:35:07 GMT 2024","Thu Mar 21 06:35:13 GMT 2024","6093","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 06:35:11 GMT 2024","Thu Mar 21 06:35:25 GMT 2024","14137","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:36:56 GMT 2024","Thu Mar 21 06:37:09 GMT 2024","12486","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:35:28 GMT 2024","Thu Mar 21 06:35:37 GMT 2024","9370","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 06:35:41 GMT 2024","Thu Mar 21 06:35:54 GMT 2024","13587","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:34:41 GMT 2024","Thu Mar 21 06:34:49 GMT 2024","8415","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"broken","Thu Mar 21 06:36:18 GMT 2024","Thu Mar 21 06:36:31 GMT 2024","12419","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:37:09 GMT 2024","Thu Mar 21 06:37:22 GMT 2024","12830","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:36:31 GMT 2024","Thu Mar 21 06:36:44 GMT 2024","13280","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:34:20 GMT 2024","Thu Mar 21 06:34:27 GMT 2024","7478","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 06:35:37 GMT 2024","Thu Mar 21 06:35:45 GMT 2024","8126","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 06:34:55 GMT 2024","Thu Mar 21 06:35:11 GMT 2024","15554","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 06:34:34 GMT 2024","Thu Mar 21 06:34:41 GMT 2024","7172","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"broken","Thu Mar 21 06:39:05 GMT 2024","Thu Mar 21 06:39:27 GMT 2024","21875","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"broken","Thu Mar 21 06:38:43 GMT 2024","Thu Mar 21 06:39:05 GMT 2024","22070","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
