"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 21 07:45:24 GMT 2024","Thu Mar 21 07:45:31 GMT 2024","6952","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 07:45:39 GMT 2024","Thu Mar 21 07:45:44 GMT 2024","5312","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 07:42:43 GMT 2024","Thu Mar 21 07:42:56 GMT 2024","12906","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 07:45:18 GMT 2024","Thu Mar 21 07:45:24 GMT 2024","6136","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 07:42:31 GMT 2024","Thu Mar 21 07:42:43 GMT 2024","12166","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 07:42:06 GMT 2024","Thu Mar 21 07:42:18 GMT 2024","12197","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 07:45:55 GMT 2024","Thu Mar 21 07:46:01 GMT 2024","5941","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 07:43:34 GMT 2024","Thu Mar 21 07:43:47 GMT 2024","12782","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 07:44:40 GMT 2024","Thu Mar 21 07:44:53 GMT 2024","12577","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 07:43:47 GMT 2024","Thu Mar 21 07:44:01 GMT 2024","13622","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
