"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 23 05:35:29 GMT 2024","Sat Mar 23 05:35:48 GMT 2024","18361","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:34:45 GMT 2024","Sat Mar 23 05:35:00 GMT 2024","15644","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:34:29 GMT 2024","Sat Mar 23 05:34:45 GMT 2024","15208","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:31:54 GMT 2024","Sat Mar 23 05:32:12 GMT 2024","17347","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"failed","Sat Mar 23 05:35:48 GMT 2024","Sat Mar 23 05:36:04 GMT 2024","16860","","US-002 - Upload/Edit/Delete File Module Functionality","","User can upload a file","","User can upload a file","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sat Mar 23 05:33:33 GMT 2024","Sat Mar 23 05:33:47 GMT 2024","14425","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:33:18 GMT 2024","Sat Mar 23 05:33:33 GMT 2024","14917","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:37:40 GMT 2024","Sat Mar 23 05:37:46 GMT 2024","6044","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:32:28 GMT 2024","Sat Mar 23 05:32:42 GMT 2024","13846","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:37:58 GMT 2024","Sat Mar 23 05:38:05 GMT 2024","7378","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:35:00 GMT 2024","Sat Mar 23 05:35:15 GMT 2024","14442","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:37:46 GMT 2024","Sat Mar 23 05:37:52 GMT 2024","5473","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:37:26 GMT 2024","Sat Mar 23 05:37:35 GMT 2024","8988","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:32:42 GMT 2024","Sat Mar 23 05:32:56 GMT 2024","13950","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:37:20 GMT 2024","Sat Mar 23 05:37:26 GMT 2024","5781","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:36:04 GMT 2024","Sat Mar 23 05:36:20 GMT 2024","15702","","US-002 - Upload/Edit/Delete File Module Functionality","","User can create a new folder","","User can create a new folder","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sat Mar 23 05:30:52 GMT 2024","Sat Mar 23 05:31:08 GMT 2024","16608","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:33:47 GMT 2024","Sat Mar 23 05:34:01 GMT 2024","13955","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:31:25 GMT 2024","Sat Mar 23 05:31:38 GMT 2024","12759","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:34:01 GMT 2024","Sat Mar 23 05:34:15 GMT 2024","13800","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:32:56 GMT 2024","Sat Mar 23 05:33:18 GMT 2024","21724","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:36:46 GMT 2024","Sat Mar 23 05:36:55 GMT 2024","8570","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:37:52 GMT 2024","Sat Mar 23 05:37:58 GMT 2024","5905","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:35:15 GMT 2024","Sat Mar 23 05:35:29 GMT 2024","14576","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:32:12 GMT 2024","Sat Mar 23 05:32:28 GMT 2024","16413","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:36:20 GMT 2024","Sat Mar 23 05:36:34 GMT 2024","13418","","US-002 - Upload/Edit/Delete File Module Functionality","","User can delete any selected item from its three dots menu","","User can delete any selected item from its three dots menu","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sat Mar 23 05:36:55 GMT 2024","Sat Mar 23 05:37:01 GMT 2024","5753","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:37:12 GMT 2024","Sat Mar 23 05:37:20 GMT 2024","7535","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:37:07 GMT 2024","Sat Mar 23 05:37:12 GMT 2024","5759","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:34:15 GMT 2024","Sat Mar 23 05:34:29 GMT 2024","14439","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:31:38 GMT 2024","Sat Mar 23 05:31:54 GMT 2024","16797","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:37:01 GMT 2024","Sat Mar 23 05:37:07 GMT 2024","5989","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:36:34 GMT 2024","Sat Mar 23 05:36:46 GMT 2024","12740","","US-002 - Upload/Edit/Delete File Module Functionality","","User can see the total number of files and folders under the files list table","","User can see the total number of files and folders under the files list table","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sat Mar 23 05:37:35 GMT 2024","Sat Mar 23 05:37:40 GMT 2024","5618","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 05:30:34 GMT 2024","Sat Mar 23 05:30:52 GMT 2024","17899","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 05:31:08 GMT 2024","Sat Mar 23 05:31:25 GMT 2024","16413","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
