"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Mar 22 20:56:27 GMT 2024","Fri Mar 22 20:56:28 GMT 2024","401","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Fri Mar 22 20:56:15 GMT 2024","Fri Mar 22 20:56:15 GMT 2024","415","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Fri Mar 22 20:56:22 GMT 2024","Fri Mar 22 20:56:22 GMT 2024","388","","US-002 - Upload/Edit/Delete File Module Functionality","","User can upload a file","","User can upload a file","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"skipped","Fri Mar 22 20:56:25 GMT 2024","Fri Mar 22 20:56:26 GMT 2024","386","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Fri Mar 22 20:56:22 GMT 2024","Fri Mar 22 20:56:23 GMT 2024","382","","US-002 - Upload/Edit/Delete File Module Functionality","","User can create a new folder","","User can create a new folder","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"skipped","Fri Mar 22 20:56:17 GMT 2024","Fri Mar 22 20:56:17 GMT 2024","392","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Fri Mar 22 20:56:16 GMT 2024","Fri Mar 22 20:56:17 GMT 2024","390","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Fri Mar 22 20:56:20 GMT 2024","Fri Mar 22 20:56:21 GMT 2024","389","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Fri Mar 22 20:56:27 GMT 2024","Fri Mar 22 20:56:27 GMT 2024","380","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Fri Mar 22 20:56:23 GMT 2024","Fri Mar 22 20:56:24 GMT 2024","384","","US-002 - Upload/Edit/Delete File Module Functionality","","User can see the total number of files and folders under the files list table","","User can see the total number of files and folders under the files list table","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"skipped","Fri Mar 22 20:56:21 GMT 2024","Fri Mar 22 20:56:21 GMT 2024","384","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Fri Mar 22 20:56:20 GMT 2024","Fri Mar 22 20:56:20 GMT 2024","404","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Fri Mar 22 20:56:20 GMT 2024","Fri Mar 22 20:56:20 GMT 2024","388","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Fri Mar 22 20:56:18 GMT 2024","Fri Mar 22 20:56:19 GMT 2024","408","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"skipped","Fri Mar 22 20:56:26 GMT 2024","Fri Mar 22 20:56:26 GMT 2024","378","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"skipped","Fri Mar 22 20:56:27 GMT 2024","Fri Mar 22 20:56:27 GMT 2024","382","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
