"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 23 23:01:23 GMT 2024","Sat Mar 23 23:01:32 GMT 2024","9432","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 22:56:04 GMT 2024","Sat Mar 23 22:56:17 GMT 2024","13428","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:00:56 GMT 2024","Sat Mar 23 23:01:10 GMT 2024","13733","","US-002 - Upload/Edit/Delete File Module Functionality","","User can delete any selected item from its three dots menu","","User can delete any selected item from its three dots menu","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sat Mar 23 22:59:55 GMT 2024","Sat Mar 23 23:00:10 GMT 2024","14881","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 22:56:17 GMT 2024","Sat Mar 23 22:56:31 GMT 2024","13537","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:01:32 GMT 2024","Sat Mar 23 23:01:38 GMT 2024","6138","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 22:58:42 GMT 2024","Sat Mar 23 22:58:56 GMT 2024","14275","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:02:05 GMT 2024","Sat Mar 23 23:02:15 GMT 2024","9601","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 23:01:51 GMT 2024","Sat Mar 23 23:01:59 GMT 2024","8400","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 22:57:59 GMT 2024","Sat Mar 23 22:58:13 GMT 2024","14380","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 22:55:50 GMT 2024","Sat Mar 23 22:56:04 GMT 2024","13349","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 22:55:06 GMT 2024","Sat Mar 23 22:55:36 GMT 2024","29894","","Calendar module functionality","","user can create a new event under the Calendar module","","user can create a new event under the Calendar module","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"failed","Sat Mar 23 23:00:25 GMT 2024","Sat Mar 23 23:00:40 GMT 2024","15148","","US-002 - Upload/Edit/Delete File Module Functionality","","User can upload a file","","User can upload a file","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sat Mar 23 22:59:25 GMT 2024","Sat Mar 23 22:59:40 GMT 2024","15083","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 22:56:59 GMT 2024","Sat Mar 23 22:57:14 GMT 2024","14649","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 22:58:13 GMT 2024","Sat Mar 23 22:58:28 GMT 2024","14446","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:01:59 GMT 2024","Sat Mar 23 23:02:05 GMT 2024","6275","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 22:59:10 GMT 2024","Sat Mar 23 22:59:25 GMT 2024","14902","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:00:10 GMT 2024","Sat Mar 23 23:00:25 GMT 2024","15409","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:02:28 GMT 2024","Sat Mar 23 23:02:33 GMT 2024","5767","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 22:56:31 GMT 2024","Sat Mar 23 22:56:44 GMT 2024","13493","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:02:15 GMT 2024","Sat Mar 23 23:02:21 GMT 2024","5900","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 22:59:40 GMT 2024","Sat Mar 23 22:59:55 GMT 2024","14659","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 22:57:45 GMT 2024","Sat Mar 23 22:57:59 GMT 2024","14323","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 22:57:14 GMT 2024","Sat Mar 23 22:57:29 GMT 2024","15448","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
