"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 21 16:24:10 GMT 2024","Thu Mar 21 16:24:23 GMT 2024","13007","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:23:33 GMT 2024","Thu Mar 21 16:23:45 GMT 2024","12133","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:28:32 GMT 2024","Thu Mar 21 16:28:39 GMT 2024","7609","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 16:25:33 GMT 2024","Thu Mar 21 16:25:47 GMT 2024","14019","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:26:16 GMT 2024","Thu Mar 21 16:26:31 GMT 2024","14842","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:24:40 GMT 2024","Thu Mar 21 16:24:54 GMT 2024","13636","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:28:08 GMT 2024","Thu Mar 21 16:28:14 GMT 2024","5950","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 16:29:07 GMT 2024","Thu Mar 21 16:29:13 GMT 2024","6080","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 16:28:14 GMT 2024","Thu Mar 21 16:28:19 GMT 2024","4973","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 16:24:23 GMT 2024","Thu Mar 21 16:24:40 GMT 2024","16717","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:29:02 GMT 2024","Thu Mar 21 16:29:07 GMT 2024","5512","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 16:28:56 GMT 2024","Thu Mar 21 16:29:02 GMT 2024","5306","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 16:26:31 GMT 2024","Thu Mar 21 16:26:48 GMT 2024","17121","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:27:45 GMT 2024","Thu Mar 21 16:27:59 GMT 2024","14672","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:24:54 GMT 2024","Thu Mar 21 16:25:07 GMT 2024","13165","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:23:45 GMT 2024","Thu Mar 21 16:23:58 GMT 2024","12616","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:25:47 GMT 2024","Thu Mar 21 16:26:01 GMT 2024","13398","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:27:01 GMT 2024","Thu Mar 21 16:27:16 GMT 2024","14437","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 16:29:13 GMT 2024","Thu Mar 21 16:29:20 GMT 2024","6198","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
