"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 19:18:16 GMT 2024","Sun Mar 24 19:18:21 GMT 2024","5532","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 19:16:46 GMT 2024","Sun Mar 24 19:17:00 GMT 2024","14459","","US-002 - Upload/Edit/Delete File Module Functionality","","User can delete any selected item from its three dots menu","","User can delete any selected item from its three dots menu","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 19:14:07 GMT 2024","Sun Mar 24 19:14:23 GMT 2024","16076","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 19:19:49 GMT 2024","Sun Mar 24 19:20:11 GMT 2024","21808","","Notes Module Functionality","","User can check details of the note","","User can check details of the note","  User Story:

  As a user, I should be able to create/delete any note and see the details of the note."
"passed","Sun Mar 24 19:19:31 GMT 2024","Sun Mar 24 19:19:49 GMT 2024","17740","","Notes Module Functionality","","User can adds any note to the favorites","","User can adds any note to the favorites","  User Story:

  As a user, I should be able to create/delete any note and see the details of the note."
"broken","Sun Mar 24 19:12:31 GMT 2024","Sun Mar 24 19:12:53 GMT 2024","22703","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 19:14:39 GMT 2024","Sun Mar 24 19:14:53 GMT 2024","13254","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 19:18:27 GMT 2024","Sun Mar 24 19:18:37 GMT 2024","9228","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 19:17:13 GMT 2024","Sun Mar 24 19:17:23 GMT 2024","10112","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 19:11:05 GMT 2024","Sun Mar 24 19:11:21 GMT 2024","15542","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 19:15:21 GMT 2024","Sun Mar 24 19:15:40 GMT 2024","19260","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 19:18:53 GMT 2024","Sun Mar 24 19:19:12 GMT 2024","18757","","Notes Module Functionality","","User can create a new note","","User can create a new note","  User Story:

  As a user, I should be able to create/delete any note and see the details of the note."
