"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 21 07:18:48 GMT 2024","Thu Mar 21 07:18:54 GMT 2024","5574","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 07:18:54 GMT 2024","Thu Mar 21 07:19:00 GMT 2024","5815","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 07:19:00 GMT 2024","Thu Mar 21 07:19:05 GMT 2024","5231","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 07:13:03 GMT 2024","Thu Mar 21 07:13:15 GMT 2024","12776","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 07:12:51 GMT 2024","Thu Mar 21 07:13:03 GMT 2024","12027","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 07:14:58 GMT 2024","Thu Mar 21 07:15:12 GMT 2024","13843","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"broken","Thu Mar 21 07:17:41 GMT 2024","Thu Mar 21 07:18:03 GMT 2024","22087","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 07:19:11 GMT 2024","Thu Mar 21 07:19:17 GMT 2024","6458","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Thu Mar 21 07:12:38 GMT 2024","Thu Mar 21 07:12:51 GMT 2024","12754","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Thu Mar 21 07:14:31 GMT 2024","Thu Mar 21 07:14:44 GMT 2024","13345","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
