"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 06:49:25 GMT 2024","Sun Mar 24 06:49:31 GMT 2024","5958","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:40:19 GMT 2024","Sun Mar 24 06:40:35 GMT 2024","16200","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:42:12 GMT 2024","Sun Mar 24 06:42:28 GMT 2024","16468","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:47:00 GMT 2024","Sun Mar 24 06:47:13 GMT 2024","12984","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:43:17 GMT 2024","Sun Mar 24 06:43:32 GMT 2024","15668","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:47:27 GMT 2024","Sun Mar 24 06:47:44 GMT 2024","17239","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:42:28 GMT 2024","Sun Mar 24 06:42:44 GMT 2024","15624","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:49:31 GMT 2024","Sun Mar 24 06:49:37 GMT 2024","6147","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:47:13 GMT 2024","Sun Mar 24 06:47:27 GMT 2024","14143","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:39:28 GMT 2024","Sun Mar 24 06:39:44 GMT 2024","15862","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:50:27 GMT 2024","Sun Mar 24 06:50:34 GMT 2024","6429","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:49:43 GMT 2024","Sun Mar 24 06:49:51 GMT 2024","8058","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:46:47 GMT 2024","Sun Mar 24 06:47:00 GMT 2024","12554","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"broken","Sun Mar 24 06:48:32 GMT 2024","Sun Mar 24 06:48:47 GMT 2024","14924","","US-002 - Upload/Edit/Delete File Module Functionality","","User can create a new folder","","User can create a new folder","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 06:46:20 GMT 2024","Sun Mar 24 06:46:47 GMT 2024","27331","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:41:24 GMT 2024","Sun Mar 24 06:41:40 GMT 2024","15561","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"broken","Sun Mar 24 06:37:39 GMT 2024","Sun Mar 24 06:38:09 GMT 2024","29856","","Calendar module functionality","","user can create a new event under the Calendar module","","user can create a new event under the Calendar module","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 06:40:35 GMT 2024","Sun Mar 24 06:40:51 GMT 2024","16253","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:44:54 GMT 2024","Sun Mar 24 06:45:12 GMT 2024","17589","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:39:44 GMT 2024","Sun Mar 24 06:40:01 GMT 2024","17326","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:38:25 GMT 2024","Sun Mar 24 06:38:41 GMT 2024","16005","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:47:44 GMT 2024","Sun Mar 24 06:48:00 GMT 2024","16072","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:49:01 GMT 2024","Sun Mar 24 06:49:15 GMT 2024","13695","","US-002 - Upload/Edit/Delete File Module Functionality","","User can see the total number of files and folders under the files list table","","User can see the total number of files and folders under the files list table","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 06:46:04 GMT 2024","Sun Mar 24 06:46:20 GMT 2024","15920","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:50:34 GMT 2024","Sun Mar 24 06:50:43 GMT 2024","9033","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:50:08 GMT 2024","Sun Mar 24 06:50:14 GMT 2024","6444","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:44:41 GMT 2024","Sun Mar 24 06:44:54 GMT 2024","13895","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:45:12 GMT 2024","Sun Mar 24 06:45:30 GMT 2024","18447","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:36:49 GMT 2024","Sun Mar 24 06:37:16 GMT 2024","26902","","Calendar module functionality","","user can display daily calendar view","","user can display daily calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 06:37:30 GMT 2024","Sun Mar 24 06:37:39 GMT 2024","9194","","Calendar module functionality","","user can display monthly calendar view","","user can display monthly calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 06:49:37 GMT 2024","Sun Mar 24 06:49:43 GMT 2024","6078","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:49:15 GMT 2024","Sun Mar 24 06:49:25 GMT 2024","9792","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:50:20 GMT 2024","Sun Mar 24 06:50:27 GMT 2024","6695","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:38:41 GMT 2024","Sun Mar 24 06:38:57 GMT 2024","15598","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:50:14 GMT 2024","Sun Mar 24 06:50:20 GMT 2024","6012","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:41:56 GMT 2024","Sun Mar 24 06:42:12 GMT 2024","16067","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:40:01 GMT 2024","Sun Mar 24 06:40:19 GMT 2024","17417","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:41:08 GMT 2024","Sun Mar 24 06:41:24 GMT 2024","16541","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:49:57 GMT 2024","Sun Mar 24 06:50:08 GMT 2024","10606","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:48:47 GMT 2024","Sun Mar 24 06:49:01 GMT 2024","14256","","US-002 - Upload/Edit/Delete File Module Functionality","","User can delete any selected item from its three dots menu","","User can delete any selected item from its three dots menu","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sun Mar 24 06:45:30 GMT 2024","Sun Mar 24 06:45:48 GMT 2024","17433","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:48:00 GMT 2024","Sun Mar 24 06:48:16 GMT 2024","15784","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:49:51 GMT 2024","Sun Mar 24 06:49:57 GMT 2024","6069","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:43:32 GMT 2024","Sun Mar 24 06:44:03 GMT 2024","31141","","Deck Management","","User can delete all boards","","User can delete all boards","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:38:09 GMT 2024","Sun Mar 24 06:38:25 GMT 2024","16444","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:43:00 GMT 2024","Sun Mar 24 06:43:17 GMT 2024","16461","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:39:13 GMT 2024","Sun Mar 24 06:39:28 GMT 2024","15502","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:42:44 GMT 2024","Sun Mar 24 06:43:00 GMT 2024","16245","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:48:16 GMT 2024","Sun Mar 24 06:48:32 GMT 2024","16061","","US-002 - Upload/Edit/Delete File Module Functionality","","User can upload a file","","User can upload a file","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"broken","Sun Mar 24 06:44:18 GMT 2024","Sun Mar 24 06:44:41 GMT 2024","22370","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:38:57 GMT 2024","Sun Mar 24 06:39:13 GMT 2024","15671","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
