"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 23 23:43:40 GMT 2024","Sat Mar 23 23:43:48 GMT 2024","8218","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sat Mar 23 23:36:47 GMT 2024","Sat Mar 23 23:37:02 GMT 2024","14602","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:38:01 GMT 2024","Sat Mar 23 23:38:17 GMT 2024","15368","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:34:26 GMT 2024","Sat Mar 23 23:34:40 GMT 2024","14185","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:42:55 GMT 2024","Sat Mar 23 23:43:10 GMT 2024","14902","","US-002 - Upload/Edit/Delete File Module Functionality","","User can see the total number of files and folders under the files list table","","User can see the total number of files and folders under the files list table","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sat Mar 23 23:33:36 GMT 2024","Sat Mar 23 23:33:48 GMT 2024","12087","","Calendar module functionality","","user can display weekly calendar view","","user can display weekly calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"broken","Sat Mar 23 23:38:17 GMT 2024","Sat Mar 23 23:38:42 GMT 2024","24869","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:37:47 GMT 2024","Sat Mar 23 23:38:01 GMT 2024","14821","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sat Mar 23 23:42:24 GMT 2024","Sat Mar 23 23:42:40 GMT 2024","15932","","US-002 - Upload/Edit/Delete File Module Functionality","","User can create a new folder","","User can create a new folder","  Agile story : As a user, I should be able to upload a file, move or delete any selected file under the Files module"
"passed","Sat Mar 23 23:35:47 GMT 2024","Sat Mar 23 23:36:02 GMT 2024","15196","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
