"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 06:00:36 GMT 2024","Sun Mar 24 06:00:52 GMT 2024","16137","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:08:53 GMT 2024","Sun Mar 24 06:09:10 GMT 2024","17188","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:11:56 GMT 2024","Sun Mar 24 06:12:04 GMT 2024","7483","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:04:26 GMT 2024","Sun Mar 24 06:04:43 GMT 2024","17225","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:00:20 GMT 2024","Sun Mar 24 06:00:36 GMT 2024","15131","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:08:40 GMT 2024","Sun Mar 24 06:08:53 GMT 2024","12599","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:06:14 GMT 2024","Sun Mar 24 06:06:29 GMT 2024","14839","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:11:50 GMT 2024","Sun Mar 24 06:11:56 GMT 2024","6219","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:00:52 GMT 2024","Sun Mar 24 06:01:07 GMT 2024","15335","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:01:23 GMT 2024","Sun Mar 24 06:01:40 GMT 2024","16716","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:02:11 GMT 2024","Sun Mar 24 06:02:27 GMT 2024","16006","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:04:59 GMT 2024","Sun Mar 24 06:05:15 GMT 2024","16073","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:06:01 GMT 2024","Sun Mar 24 06:06:14 GMT 2024","13103","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:11:05 GMT 2024","Sun Mar 24 06:11:11 GMT 2024","6315","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:10:58 GMT 2024","Sun Mar 24 06:11:05 GMT 2024","6182","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:06:47 GMT 2024","Sun Mar 24 06:07:05 GMT 2024","17987","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:04:09 GMT 2024","Sun Mar 24 06:04:26 GMT 2024","16844","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:03:35 GMT 2024","Sun Mar 24 06:03:51 GMT 2024","16459","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:03:51 GMT 2024","Sun Mar 24 06:04:09 GMT 2024","17336","","Deck Management","","User can assign a card to themselves","","User can assign a card to themselves","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:11:19 GMT 2024","Sun Mar 24 06:11:26 GMT 2024","6687","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:09:10 GMT 2024","Sun Mar 24 06:09:26 GMT 2024","15779","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:01:07 GMT 2024","Sun Mar 24 06:01:23 GMT 2024","15857","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:07:05 GMT 2024","Sun Mar 24 06:07:23 GMT 2024","17528","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:11:26 GMT 2024","Sun Mar 24 06:11:37 GMT 2024","11550","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:00:05 GMT 2024","Sun Mar 24 06:00:20 GMT 2024","15581","","Deck Management","","User can create a new board","","User can create a new board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:03:19 GMT 2024","Sun Mar 24 06:03:35 GMT 2024","15875","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:07:40 GMT 2024","Sun Mar 24 06:07:58 GMT 2024","18603","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 06:06:29 GMT 2024","Sun Mar 24 06:06:47 GMT 2024","18080","","Add File To Favorites Rename Add Comment","","","","","  As a user, I should be able to add a file to favorites,
  rename any file and give some comments on any file."
"passed","Sun Mar 24 05:58:58 GMT 2024","Sun Mar 24 05:59:11 GMT 2024","12951","","Calendar module functionality","","user can display weekly calendar view","","user can display weekly calendar view","  User Story :
  As a user, I should be able to see Daily-Weekly-Monthly calendar view
  and create a new event under the Calendar module US-005"
"passed","Sun Mar 24 06:02:43 GMT 2024","Sun Mar 24 06:03:00 GMT 2024","16790","","Deck Management","","User can add a new card on any list on the current board","","User can add a new card on any list on the current board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:12:04 GMT 2024","Sun Mar 24 06:12:14 GMT 2024","10492","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:01:40 GMT 2024","Sun Mar 24 06:01:56 GMT 2024","16224","","Deck Management","","User can create a new list of card under any board","","User can create a new list of card under any board","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
"passed","Sun Mar 24 06:11:11 GMT 2024","Sun Mar 24 06:11:19 GMT 2024","8225","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:10:52 GMT 2024","Sun Mar 24 06:10:58 GMT 2024","5924","","Login function","","User can log in with valid credentials","","User can log in with valid credentials",""
"passed","Sun Mar 24 06:05:15 GMT 2024","Sun Mar 24 06:05:48 GMT 2024","32595","","Deck Management","","User can delete all boards","","User can delete all boards","  As a user, I should be able to manage my works by creating a new board/list/card and modifying them under Deck Module."
